Assembly accession	Name	NCBI taxonomy	GTDB taxonomy (r214)	External link 1	External link 2	Biosample accession	Bioproject accession	WGS accession	Sequencing platform	Submission date	Submitter	Title	PMID	DOI	Publish_date	Author	Geographic location	Environment	Geographic coordinates	point	Latitude	longitude	Completeness	Contamination	quality	# contigs	Largest contig	Total length	GC (%)	N50	N50	Assembly level
GCA_015232145.1	Nitrospirota_bacterium_nMYbin4	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium sp002753395	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232145.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232145.1"">GTDB</a>"	SAMN15005505	PRJNA400260	JADGAF000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing, Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	95.76	1.36	High	213	99834	3929094	44.04	34309	33625	Scaffold
GCA_015232165.1	Nitrospirota_bacterium_nMYbin3	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium sp015232165	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232165.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232165.1"">GTDB</a>"	SAMN15005503	PRJNA400260	JADGAE000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing, Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	59.65	0.0	Medium	278	32451	1921906	49.89	8414	8157	Scaffold
GCA_015232185.1	Nitrospirota_bacterium_nMYbin2	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetobacterium;<br>s__Magnetobacterium casensis	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232185.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232185.1"">GTDB</a>"	SAMN15005504	PRJNA400260	JADGAD000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing, Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	90.08	2.73	High	127	165208	3490049	49.0	45806	38947	Scaffold
GCA_015232195.1	Nitrospirota_bacterium_nMYbin1	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Dissulfurispiraceae;<br>g__MYbin3;<br>s__MYbin3 sp002753335	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232195.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232195.1"">GTDB</a>"	SAMN15005509	PRJNA400260	JADGAC000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Beijing, Lake Miyun	freshwater	40.48874 N 117.00714 E	(40.4759523, 117.018088, 0.0)	40.4759523	117.018088	97.06	0.91	High	48	204131	2908520	44.36	104491	95561	Scaffold
GCA_015232235.1	Candidatus_Omnitrophica_bacterium_nMBPbin3	d__Bacteria;<br>p__Candidatus Omnitrophica;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Omnitrophota;<br>c__Koll11;<br>o__Zapsychrales;<br>f__Fredricksoniimonadaceae;<br>g__Fredricksoniimonas;<br>s__Fredricksoniimonas sp002753465	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232235.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232235.1"">GTDB</a>"	SAMN15005516	PRJNA400260	JADGAA000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	Australia: Mount Beauty Pondage	freshwater	36.73874 S 147.16443 E	(-36.7385789, 147.1642309, 0.0)	-36.7385789	147.1642309	67.5	1.08	Medium	41	312199	1969424	50.38	106662	106662	Scaffold
GCA_015232245.1	Magnetococcales_bacterium_nMBPbin6	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__JAANAU01;<br>s__JAANAU01 sp015232245	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232245.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232245.1"">GTDB</a>"	SAMN15005594	PRJNA400260	JADGAB000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	Australia: Mount Beauty Pondage	freshwater	36.73874 S 147.16443 E	(-36.7385789, 147.1642309, 0.0)	-36.7385789	147.1642309	73.26	1.37	Medium	481	65800	3695133	59.23	10704	10704	Scaffold
GCA_015232255.1	Oligoflexia_bacterium_nKLKbin5	d__Bacteria;<br>p__Proteobacteria;<br>c__Oligoflexia;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Bdellovibrionota;<br>c__Bacteriovoracia;<br>o__Bacteriovoracales;<br>f__Bacteriovoracaceae;<br>g__JADGAN01;<br>s__JADGAN01 sp015231955	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232255.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232255.1"">GTDB</a>"	SAMN15005449	PRJNA400260	JADFZY000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai, Keluke Lake	brackish	37.283722 N 96.859816 E	(37.289255, 96.8595345, 0.0)	37.289255	96.8595345	78.36	1.75	Medium	212	147700	4586144	41.45	36596	29937	Scaffold
GCA_015232265.1	Magnetococcales_bacterium_nKLKbin4	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__UBA8363;<br>s__UBA8363 sp002753735	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232265.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232265.1"">GTDB</a>"	SAMN15005580	PRJNA400260	JADFZX000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai, Keluke Lake	brackish	37.283722 N 96.859816 E	(37.289255, 96.8595345, 0.0)	37.289255	96.8595345	80.66	2.94	Medium	225	129112	4028132	54.24	26216	22359	Scaffold
GCA_015232315.1	SAR324_cluster_bacterium_nKLKbin6	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__SAR324;<br>c__SAR324;<br>o__SAR324;<br>f__JADFZZ01;<br>g__JADFZZ01;<br>s__JADFZZ01 sp015232315	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232315.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232315.1"">GTDB</a>"	SAMN15005610	PRJNA400260	JADFZZ000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai, Keluke Lake	brackish	37.283722 N 96.859816 E	(37.289255, 96.8595345, 0.0)	37.289255	96.8595345	90.48	0.0	High	88	377665	5251075	45.21	107714	107714	Scaffold
GCA_015232335.1	Alphaproteobacteria_bacterium_nKLKbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__WMHbin7;<br>g__WMHbin7;<br>s__WMHbin7 sp015232335	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232335.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232335.1"">GTDB</a>"	SAMN15005542	PRJNA400260	JADFZV000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai, Keluke Lake	brackish	37.283722 N 96.859816 E	(37.289255, 96.8595345, 0.0)	37.289255	96.8595345	94.53	0.0	High	89	290812	3428751	59.34	60596	60596	Scaffold
GCA_015232355.1	Oligoflexia_bacterium_nKLKbin12	d__Bacteria;<br>p__Proteobacteria;<br>c__Oligoflexia;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Bdellovibrionota;<br>c__Bacteriovoracia;<br>o__Bacteriovoracales;<br>f__Bacteriovoracaceae;<br>g__JADFZW01;<br>s__JADFZW01 sp015232355	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232355.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232355.1"">GTDB</a>"	SAMN15005448	PRJNA400260	JADFZW000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Qinghai, Keluke Lake	brackish	37.283722 N 96.859816 E	(37.289255, 96.8595345, 0.0)	37.289255	96.8595345	90.62	0.89	High	96	384605	5633167	32.16	134958	133298	Scaffold
GCA_015232365.1	Magnetococcales_bacterium_nJSWbin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__GCA-2753565;<br>s__GCA-2753565 sp015232365	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232365.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232365.1"">GTDB</a>"	SAMN15005569	PRJNA400260	JADFZU000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Yingkou	brackish	40.223972 N 122.083844 E	(40.2220548, 122.0837375, 0.0)	40.2220548	122.0837375	90.55	1.68	High	103	161720	2838496	44.6	45395	45395	Scaffold
GCA_015232395.1	Magnetococcales_bacterium_nJSWbin2	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__JADFZT01;<br>g__JADFZT01;<br>s__JADFZT01 sp015232395	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232395.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232395.1"">GTDB</a>"	SAMN15005551	PRJNA400260	JADFZT000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Yingkou	brackish	40.223972 N 122.083844 E	(40.2220548, 122.0837375, 0.0)	40.2220548	122.0837375	99.16	3.64	High	170	177271	4942843	55.33	50362	47690	Scaffold
GCA_015232405.1	Magnetococcales_bacterium_nJSWbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__UBA8363;<br>g__GCA-2753565;<br>s__GCA-2753565 sp015232405	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232405.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232405.1"">GTDB</a>"	SAMN15005568	PRJNA400260	JADFZS000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Yingkou	brackish	40.223972 N 122.083844 E	(40.2220548, 122.0837375, 0.0)	40.2220548	122.0837375	85.14	1.68	Medium	335	106146	5862517	42.2	33993	33993	Scaffold
GCA_015232435.1	Alphaproteobacteria_bacterium_nJC2bin54	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__Magnetospirillaceae;<br>g__JADFZP01;<br>s__JADFZP01 sp015232485	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232435.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232435.1"">GTDB</a>"	SAMN15005538	PRJNA400260	JADFZR000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	41.686682 N 108.39418 E	(41.6866428, 108.3977172, 0.0)	41.6866428	108.3977172	81.55	0.25	Medium	694	58916	3885447	67.6	6643	5266	Scaffold
GCA_015232455.1	Desulfamplus_sp._nJC1bin9	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__Desulfamplus sp015232455	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232455.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232455.1"">GTDB</a>"	SAMN15005471	PRJNA400260	JADFZQ000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	41.687541 N 108.393862 E	(41.6866428, 108.3977172, 0.0)	41.6866428	108.3977172	99.68	1.61	High	82	545051	4348730	35.99	138975	138975	Scaffold
GCA_015232465.1	Desulfamplus_sp._nHLHbin7	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__Desulfamplus sp015232465	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232465.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232465.1"">GTDB</a>"	SAMN15005470	PRJNA400260	JADFZO000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	49.06944 N 117.75694 E	(48.9662, 117.76, 0.0)	48.9662	117.76	95.67	1.29	High	147	86214	3017047	37.75	34217	33534	Scaffold
GCA_015232485.1	Alphaproteobacteria_bacterium_nJC1bin3	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Alphaproteobacteria;<br>o__Rhodospirillales;<br>f__Magnetospirillaceae;<br>g__JADFZP01;<br>s__JADFZP01 sp015232485	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232485.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232485.1"">GTDB</a>"	SAMN15005537	PRJNA400260	JADFZP000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	41.687541 N 108.393862 E	(41.6866428, 108.3977172, 0.0)	41.6866428	108.3977172	84.69	0.5	Medium	698	34368	3955622	67.27	6954	6115	Scaffold
GCA_015232515.1	Desulfobacterales_bacterium_nHLHbin5	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__Desulfobacterales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__YD0425bin51;<br>g__YD0425bin51;<br>s__YD0425bin51 sp002753225	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232515.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232515.1"">GTDB</a>"	SAMN15005477	PRJNA400260	JADFZN000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	49.06944 N 117.75694 E	(48.9662, 117.76, 0.0)	48.9662	117.76	82.29	0.81	Medium	421	75920	4582957	32.52	15842	14597	Scaffold
GCA_015232535.1	Candidatus_Omnitrophica_bacterium_nHLHbin2	d__Bacteria;<br>p__Candidatus Omnitrophica;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Omnitrophota;<br>c__Koll11;<br>o__Zapsychrales;<br>f__Zapsychraceae;<br>g__JADFZM01;<br>s__JADFZM01 sp015232535	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232535.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232535.1"">GTDB</a>"	SAMN15005526	PRJNA400260	JADFZM000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	49.06944 N 117.75694 E	(48.9662, 117.76, 0.0)	48.9662	117.76	73.59	2.21	Medium	210	112777	2207473	42.78	15244	14116	Scaffold
GCA_015232555.1	Desulfamplus_sp._nHGRbin17	d__Bacteria;<br>p__Proteobacteria;<br>c__Deltaproteobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__	d__Bacteria;<br>p__Desulfobacterota;<br>c__Desulfobacteria;<br>o__Desulfobacterales;<br>f__Desulfobacteraceae;<br>g__Desulfamplus;<br>s__Desulfamplus sp015232555	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232555.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232555.1"">GTDB</a>"	SAMN15005469	PRJNA400260	JADFZJ000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	41.573047 N 108.313566 E	(41.5801479, 108.3476293, 0.0)	41.5801479	108.3476293	95.65	1.97	High	106	182570	3818984	37.82	58122	55450	Scaffold
GCA_015232565.1	Candidatus_Omnitrophica_bacterium_nHGRbin18	d__Bacteria;<br>p__Candidatus Omnitrophica;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Omnitrophota;<br>c__Koll11;<br>o__Zapsychrales;<br>f__Fredricksoniimonadaceae;<br>g__GCA-2753745;<br>s__GCA-2753745 sp015232565	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232565.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232565.1"">GTDB</a>"	SAMN15005519	PRJNA400260	JADFZK000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	41.573047 N 108.313566 E	(41.5801479, 108.3476293, 0.0)	41.5801479	108.3476293	88.29	2.15	Medium	80	141577	2643610	51.11	53313	51814	Scaffold
GCA_015232575.1	Candidatus_Riflebacteria_bacterium_nHGRbin4	d__Bacteria;<br>p__Candidatus Riflebacteria;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Riflebacteria;<br>c__Ozemobacteria;<br>o__Ozemobacterales;<br>f__Ozemobacteraceae;<br>g__JADFXM01;<br>s__JADFXM01 sp015232575	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232575.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232575.1"">GTDB</a>"	SAMN15005609	PRJNA400260	JADFZL000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Innermogolia	freshwater	41.573047 N 108.313566 E	(41.5801479, 108.3476293, 0.0)	41.5801479	108.3476293	96.0	0.0	High	54	713530	7047312	40.28	283247	262589	Scaffold
GCA_015232615.1	Nitrospirota_bacterium_nHCHbin2	d__Bacteria;<br>p__Nitrospirae;<br>c__;<br>o__;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Nitrospirota;<br>c__Thermodesulfovibrionia;<br>o__Thermodesulfovibrionales;<br>f__Magnetobacteriaceae;<br>g__Magnetominusculus;<br>s__Magnetominusculus xianensis	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232615.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232615.1"">GTDB</a>"	SAMN15005499	PRJNA400260	JADFZI000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Xian city moat	freshwater	34.25287 N 108.92187 E	(34.252492, 108.9220092, 0.0)	34.252492	108.9220092	98.18	0.91	High	99	185786	3701936	45.24	57400	57400	Scaffold
GCA_015232635.1	Magnetococcales_bacterium_nHCHbin1	d__Bacteria;<br>p__Proteobacteria;<br>c__Alphaproteobacteria;<br>o__Magnetococcales;<br>f__;<br>g__;<br>s__	d__Bacteria;<br>p__Pseudomonadota;<br>c__Magnetococcia;<br>o__Magnetococcales;<br>f__Magnetaquicoccaceae;<br>g__HCHbin5;<br>s__HCHbin5 sp002753505	"<a href=""https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_015232635.1"">NCBI</a>"	"<a href=""https://gtdb.ecogenomic.org/genome?gid=GCA_015232635.1"">GTDB</a>"	SAMN15005589	PRJNA400260	JADFZH000000000	Illumina HiSeq	2020-11-04 00:00:00	Institute of Geology and Geophysics, Chinese Academy of Sciences	Expanding magnetic organelle biogenesis in the domain Bacteria	33126926.0	10.1186/s40168-020-00931-9	2020	W Lin, et al.	China: Xian city moat	freshwater	34.25287 N 108.92187 E	(34.252492, 108.9220092, 0.0)	34.252492	108.9220092	94.79	2.1	High	295	185742	3805225	56.77	22140	21864	Scaffold
